Tgl. Mohon,count,cumulative_sum,rolling_7days,rolling_count_7d,delta_count,month,weekday,month_sin,month_cos,weekday_sin,weekday_cos
2022-08-13,0.0,0.6140350877192982,0.6666666666666665,0.9999999999999999,0.5,0.6363636363636364,1.0,0.06698729810778076,0.24999999999999978,0.0,0.3568958678922094
2022-09-22,0.0,0.631578947368421,0.6666666666666665,0.9999999999999999,0.5,0.7272727272727273,0.6000000000000001,0.0,0.4999999999999999,0.7225209339563144,5.551115123125783e-17
2022-09-23,0.0,0.6491228070175439,0.6666666666666665,0.9999999999999999,0.5,0.7272727272727273,0.8,0.0,0.4999999999999999,0.27747906604368566,0.0
2022-09-30,0.0,0.6666666666666665,0.6666666666666665,0.9999999999999999,0.5,0.7272727272727273,0.8,0.0,0.4999999999999999,0.27747906604368566,0.0
2022-10-07,0.0,0.6842105263157894,0.6666666666666665,0.9999999999999999,0.5,0.8181818181818182,0.8,0.0669872981077807,0.75,0.27747906604368566,0.0
2022-10-13,0.0,0.7017543859649122,0.6666666666666665,0.9999999999999999,0.5,0.8181818181818182,0.6000000000000001,0.0669872981077807,0.75,0.7225209339563144,5.551115123125783e-17
2022-10-15,0.0,0.7192982456140351,0.6666666666666665,0.9999999999999999,0.5,0.8181818181818182,1.0,0.0669872981077807,0.75,0.0,0.3568958678922094
2022-12-20,0.0,0.7368421052631577,0.6666666666666665,0.9999999999999999,0.5,0.9999999999999999,0.2,0.4999999999999999,1.0,0.9009688679024191,0.8019377358048384
2023-01-09,0.0,0.7543859649122806,0.6666666666666665,0.9999999999999999,0.5,0.0,0.0,0.75,0.9330127018922194,0.5,1.0
2023-01-12,1.0,0.7894736842105263,0.7777777777777777,0.9999999999999999,1.0,0.0,0.6000000000000001,0.75,0.9330127018922194,0.7225209339563144,5.551115123125783e-17
2023-01-20,0.0,0.807017543859649,0.7777777777777777,0.9999999999999999,0.0,0.0,0.8,0.75,0.9330127018922194,0.27747906604368566,0.0
2023-02-04,0.0,0.8245614035087718,0.7777777777777777,0.9999999999999999,0.5,0.09090909090909091,1.0,0.9330127018922193,0.75,0.0,0.3568958678922094
2023-02-11,0.0,0.8421052631578947,0.7777777777777777,0.9999999999999999,0.5,0.09090909090909091,1.0,0.9330127018922193,0.75,0.0,0.3568958678922094
2023-02-15,0.0,0.8596491228070176,0.7777777777777777,0.9999999999999999,0.5,0.09090909090909091,0.4,0.9330127018922193,0.75,1.0,0.3568958678922095
2023-03-11,1.0,0.894736842105263,0.8888888888888888,0.9999999999999999,1.0,0.1818181818181818,1.0,1.0,0.5,0.0,0.3568958678922094
2023-03-25,1.0,0.9298245614035088,1.0,0.9999999999999999,0.5,0.1818181818181818,1.0,1.0,0.5,0.0,0.3568958678922094
2023-03-28,0.0,0.9473684210526314,0.8888888888888888,0.9999999999999999,0.0,0.1818181818181818,0.2,1.0,0.5,0.9009688679024191,0.8019377358048384
2023-04-15,0.0,0.9649122807017543,0.8888888888888888,0.9999999999999999,0.5,0.2727272727272727,1.0,0.9330127018922194,0.2500000000000001,0.0,0.3568958678922094
2023-04-18,0.0,0.9824561403508771,0.8888888888888888,0.9999999999999999,0.5,0.2727272727272727,0.2,0.9330127018922194,0.2500000000000001,0.9009688679024191,0.8019377358048384
2023-05-10,0.0,1.0,0.8888888888888888,0.9999999999999999,0.5,0.36363636363636365,0.4,0.75,0.06698729810778065,1.0,0.3568958678922095
